55.07211205987       0.015625 1.14152 -0.0104785 -1.17701e-05 0.999999 300 0 0.000633759 0 0 0 0 0 0
55.07211205987       0.046875 2.55367 -0.0271837 -3.47267e-05 0.999999 300 0 0.00033379 0 0 0 0 0 0
55.07211205987       0.078125 3.05209 -0.0194922 -5.5911e-05 0.999999 300 0 0.000178965 0 0 0 0 0 0
55.07211205987       0.109375 3.26692 0.00577275 -7.41821e-05 0.999999 300 0 0.000130983 0 0 0 0 0 0
55.07211205987       0.140625 3.35468 -0.0166437 -8.85366e-05 0.999999 300 0 0.000116981 0 0 0 0 0 0
55.07211205987       0.171875 3.44717 -0.0807038 -9.81592e-05 0.999999 300 0 0.000116638 0 0 0 0 0 0
55.07211205987       0.203125 3.55673 -0.117635 -0.00010243 0.999999 300 0 0.000113096 0 0 0 0 0 0
55.07211205987       0.234375 3.66198 -0.0945095 -0.000100908 0.999999 300 0 0.000105327 0 0 0 0 0 0
55.07211205987       0.265625 3.74912 -0.0470278 -9.34045e-05 1 300 0 9.50391e-05 0 0 0 0 0 0
55.07211205987       0.296875 3.80766 0.00440337 -8.00076e-05 1 300 0 8.90344e-05 0 0 0 0 0 0
55.07211205987       0.328125 3.85184 0.0540898 -6.10497e-05 1 300 0 8.71363e-05 0 0 0 0 0 0
55.07211205987       0.359375 3.91928 0.0916256 -3.70866e-05 1 300 0 8.54851e-05 0 0 0 0 0 0
55.07211205987       0.390625 4.00423 0.101168 -8.88694e-06 1 300 0 8.21519e-05 0 0 0 0 0 0
55.07211205987       0.421875 4.08613 0.0774523 2.25913e-05 1 300 0 7.68835e-05 0 0 0 0 0 0
55.07211205987       0.453125 4.15172 0.0432543 5.62258e-05 1 300 0 7.41988e-05 0 0 0 0 0 0
55.07211205987       0.484375 4.21643 0.00353199 9.07772e-05 1 300 0 7.20057e-05 0 0 0 0 0 0
55.07211205987       0.515625 4.26948 -0.0276725 0.000124945 1 300 0 6.81726e-05 0 0 0 0 0 0
55.07211205987       0.546875 4.28813 -0.0357939 0.000157416 1 300 0 6.34263e-05 0 0 0 0 0 0
55.07211205987       0.578125 4.29675 -0.0386031 0.000186913 1 300 0 6.44948e-05 0 0 0 0 0 0
55.07211205987       0.609375 4.31802 -0.0293798 0.000212243 1 300 0 6.9543e-05 0 0 0 0 0 0
55.07211205987       0.640625 4.38082 0.0058131 0.000232347 1 300 0 7.60492e-05 0 0 0 0 0 0
55.07211205987       0.671875 4.46476 0.0253031 0.000246335 1 300 0 7.3468e-05 0 0 0 0 0 0
55.07211205987       0.703125 4.52834 0.0151689 0.000253522 1 300 0 6.35834e-05 0 0 0 0 0 0
55.07211205987       0.734375 4.57385 0.0166407 0.000253461 1 300 0 5.85024e-05 0 0 0 0 0 0
55.07211205987       0.765625 4.62531 0.0397249 0.000245961 1 300 0 5.64502e-05 0 0 0 0 0 0
55.07211205987       0.796875 4.68312 0.0595224 0.000231098 1 300 0 5.48788e-05 0 0 0 0 0 0
55.07211205987       0.828125 4.73899 0.0529729 0.000209207 1 300 0 5.36129e-05 0 0 0 0 0 0
55.07211205987       0.859375 4.78149 0.0187814 0.000180874 0.999999 300 0 5.22148e-05 0 0 0 0 0 0
55.07211205987       0.890625 4.8063 -0.0238656 0.00014692 0.999999 300 0 4.91062e-05 0 0 0 0 0 0
55.07211205987       0.921875 4.82251 -0.0567523 0.000108372 0.999999 300 0 4.63472e-05 0 0 0 0 0 0
55.07211205987       0.953125 4.84447 -0.0816613 6.64188e-05 0.999999 300 0 4.94043e-05 0 0 0 0 0 0
55.07211205987       0.984375 4.8944 -0.104433 2.23745e-05 0.999999 300 0 5.131e-05 0 0 0 0 0 0
