50.0132678218 0.015625 0.803054 0.0029408 8.23727e-06 0.999998 300 0 0.000525225 0 0 0 0 0 0
50.0132678218 0.046875 1.83938 0.000870848 2.53426e-05 0.999998 300 0 0.000294286 0 0 0 0 0 0
50.0132678218 0.078125 2.23188 -0.0226279 4.43454e-05 0.999998 300 0 0.000177299 0 0 0 0 0 0
50.0132678218 0.109375 2.48217 -0.0431034 6.6422e-05 0.999998 300 0 0.000142999 0 0 0 0 0 0
50.0132678218 0.140625 2.65051 -0.047844 9.25633e-05 0.999998 300 0 0.000119074 0 0 0 0 0 0
50.0132678218 0.171875 2.75977 -0.0439809 0.000123547 0.999998 300 0 0.000102952 0 0 0 0 0 0
50.0132678218 0.203125 2.82935 -0.027241 0.000159885 0.999998 300 0 9.10653e-05 0 0 0 0 0 0
50.0132678218 0.234375 2.87589 -0.00929228 0.000201778 0.999998 300 0 8.28384e-05 0 0 0 0 0 0
50.0132678218 0.265625 2.91949 0.00875795 0.000249102 0.999999 300 0 7.84315e-05 0 0 0 0 0 0
50.0132678218 0.296875 2.97005 0.0183243 0.000301405 0.999999 300 0 7.6061e-05 0 0 0 0 0 0
50.0132678218 0.328125 3.02083 0.0215152 0.000357904 0.999999 300 0 7.23296e-05 0 0 0 0 0 0
50.0132678218 0.359375 3.06254 0.018284 0.000417501 0.999999 300 0 6.8845e-05 0 0 0 0 0 0
50.0132678218 0.390625 3.10075 0.0100727 0.000478813 0.999999 300 0 6.64846e-05 0 0 0 0 0 0
50.0132678218 0.421875 3.14599 0.0023095 0.000540222 1 300 0 6.34582e-05 0 0 0 0 0 0
50.0132678218 0.453125 3.18624 -0.00479056 0.000599931 1 300 0 5.97967e-05 0 0 0 0 0 0
50.0132678218 0.484375 3.21278 -0.00998966 0.000656021 1 300 0 5.77083e-05 0 0 0 0 0 0
50.0132678218 0.515625 3.2319 -0.0112574 0.000706523 1 300 0 5.52637e-05 0 0 0 0 0 0
50.0132678218 0.546875 3.25181 -0.00969942 0.000749497 1 300 0 5.30752e-05 0 0 0 0 0 0
50.0132678218 0.578125 3.27637 -0.00503489 0.000783099 1 300 0 5.21375e-05 0 0 0 0 0 0
50.0132678218 0.609375 3.3022 0.00285898 0.000805661 1 300 0 5.08857e-05 0 0 0 0 0 0
50.0132678218 0.640625 3.32745 0.0098406 0.000815758 1 300 0 4.87759e-05 0 0 0 0 0 0
50.0132678218 0.671875 3.35122 0.0131243 0.000812265 1 300 0 4.66007e-05 0 0 0 0 0 0
50.0132678218 0.703125 3.37044 0.0162235 0.000794407 1 300 0 4.47794e-05 0 0 0 0 0 0
50.0132678218 0.734375 3.38487 0.0224649 0.000761801 1 300 0 4.35967e-05 0 0 0 0 0 0
50.0132678218 0.765625 3.39511 0.0265457 0.000714475 1 300 0 4.14902e-05 0 0 0 0 0 0
50.0132678218 0.796875 3.40458 0.0212317 0.000652884 1 300 0 3.9522e-05 0 0 0 0 0 0
50.0132678218 0.828125 3.41663 0.00735906 0.000577905 1 300 0 3.90096e-05 0 0 0 0 0 0
50.0132678218 0.859375 3.43286 -0.00275297 0.000490813 1 300 0 3.78666e-05 0 0 0 0 0 0
50.0132678218 0.890625 3.44688 -0.00377635 0.000393255 1 300 0 3.6342e-05 0 0 0 0 0 0
50.0132678218 0.921875 3.45361 0.00306408 0.0002872 1 300 0 3.67723e-05 0 0 0 0 0 0
50.0132678218 0.953125 3.46044 0.0188127 0.000174879 1 300 0 3.99015e-05 0 0 0 0 0 0
50.0132678218 0.984375 3.49854 0.0466289 5.87228e-05 1 300 0 3.74694e-05 0 0 0 0 0 0
